価格,所在地,土地面積/坪,地図のURL,その他,接道状況,都市計画,地目,用途地域,地勢,土地権利,国土方届出,現況,引渡し,LIFULL_HOME'S物件番号,取引態様,ページURL,会社名,会社住所,pattern,画像
950万円,青森県青森市富田5丁目, 168.98㎡（公簿）,http://local.google.co.jp/maps?q=青森県青森市富田5丁目,駐車場 空有 無料, 一方 ( 西 4m 公道 間口10m ), 市街化区域, 宅地, 第二種中高層住居専用地域, 平坦, 所有権, 不要,空家, 相談, 3221612-0000001, 一般媒介,https://www.homes.co.jp/kodate/b-32216120000001/,スマイル不動産,青森県青森市第二問屋町１丁目4-8,2,画像あり
740万円,青森県上北郡東北町字膳前, 856.35㎡（公簿）,http://local.google.co.jp/maps?q=青森県上北郡東北町字膳前,駐車場 空有 (2台) 無料 物件からの距離0m, 接道なし, 非線引区域, 宅地, 無指定,, 所有権, 不要,空家, 相談, 0141980-0000429, 一般媒介,https://www.homes.co.jp/kodate/b-1419800000429/,ハウスドゥ　八戸下長　株式会社といず不動産,青森県八戸市下長３丁目13-26,2,画像あり
550万円,青森県青森市大字大矢沢字野田, 165.34㎡（公簿）,http://local.google.co.jp/maps?q=青森県青森市大字大矢沢字野田,駐車場 空有 無料, 一方 ( 東 6.5m 公道 ), 市街化区域, 宅地, 第一種低層住居専用地域,, 所有権, 不要,空家, 相談, 3702019-0001323, 専任媒介,https://www.homes.co.jp/kodate/b-37020190001323/,イエステーション 青森中央店 クロタキ不動産株式会社,青森県青森市安方２丁目9-16,2,画像あり
680万円,青森県青森市大字岡町字藤戸38-4, 360.92㎡（公簿）,http://local.google.co.jp/maps?q=青森県青森市大字岡町字藤戸38-4,, 一方 ( 南 2.5m 私道 間口16m ), 市街化調整区域, 宅地,, 平坦, 所有権, 不要,空家, 2022年10月 下旬, 0137517-0000183, 一般媒介,https://www.homes.co.jp/kodate/b-1375170000183/,株式会社土屋ホーム不動産　青森営業所,青森県青森市東造道３丁目6番3号　テーオー東造道ビル3階,2,画像あり
380万円,青森県八戸市大字白銀町字砂森, 165.78㎡（公簿）,http://local.google.co.jp/maps?q=青森県八戸市大字白銀町字砂森,駐車場 空有 (1台) 無料 物件からの距離0m, 接道なし, 市街化区域, 宅地, 第一種中高層住居専用地域,, 所有権, 不要,空家, 相談, 0141981-0000337, 専任媒介,https://www.homes.co.jp/kodate/b-1419810000337/,ハウスドゥ！八戸田向店　株式会社といず不動産,青森県八戸市田向２丁目1-20,2,画像あり
540万円,青森県八戸市大字大久保字行人塚, 165㎡（公簿）,http://local.google.co.jp/maps?q=青森県八戸市大字大久保字行人塚,駐車場 空有 (1台) 無料 物件からの距離0m, 一方 ( 南東 5.5m 公道 間口12m ), 市街化調整区域, 山林, 無指定,, 所有権, 不要,空家, 相談, 0141981-0000288, 一般媒介,https://www.homes.co.jp/kodate/b-1419810000288/,ハウスドゥ！八戸田向店　株式会社といず不動産,青森県八戸市田向２丁目1-20,2,画像あり
600万円,青森県八戸市大字尻内町字堤下, 211.86㎡（公簿）,http://local.google.co.jp/maps?q=青森県八戸市大字尻内町字堤下,駐車場 空有 (2台) 無料 物件からの距離0m, 接道なし, 市街化調整区域, 宅地, 無指定,, 所有権, 不要,空家, 相談, 0141980-0000350, 一般媒介,https://www.homes.co.jp/kodate/b-1419800000350/,ハウスドゥ　八戸下長　株式会社といず不動産,青森県八戸市下長３丁目13-26,2,画像あり
879万円,青森県むつ市桜木町17-52, 467.93㎡（公簿）,http://local.google.co.jp/maps?q=青森県むつ市桜木町17-52,駐車場 空有 (5台) 無料備考大湊駅より車で9分  画像は実際の写真に家具や調度品をCG合成したものです。  ●間取り・駐車場 ・全居室6帖以上3SLDK ・5台分の屋外駐車スペース有  ●周辺施設 ・市立大湊小学校まで2700ｍ（徒歩34分、車6分） ・市立大湊中学校まで300ｍ（徒歩4分）  駐車スペース増設、バス・キッチンなどの水回りは新品交換しました。  ※自社売主物件につき随時内覧可能です。お電話かメールでご希望日をお知らせください。, 角地 ( 北東 6m 公道 ) ( 南東 6m 公道 ), 非線引区域, 宅地, 第一種中高層住居専用地域, ひな段, 所有権, 不要,空家, 即時, 0121988-0000239, 売主,https://www.homes.co.jp/kodate/b-1219880000239/,株式会社カチタス 十和田店,青森県十和田市大字三本木字稲吉８５‐６６,2,画像あり
200万円,青森県東津軽郡今別町大字大川平字二股," 1,734.21㎡（公簿）",http://local.google.co.jp/maps?q=青森県東津軽郡今別町大字大川平字二股,駐車場 空有 (2台) 無料 物件からの距離0m, 一方 ( 南 4m 公道 間口15m ), 区域外備考◆外なので、届け出さえ出せば、建て替え可能◆裏の畑も一緒です　※畑の所有権を移転する条件として、実際にそこに住む必要があります。◆一部雨漏れ跡あり◆一部屋根に雪の影響で損壊あり◆R3年度分固定資産税19、500円, 宅地,,, 所有権, 不要,空家, 相談, 0142768-0000671, 専任媒介,https://www.homes.co.jp/kodate/b-1427680000671/,ハウスドゥ！新大宮店　家貴族,奈良県奈良市芝辻町４丁目1-1　カーサフラッシュナカイ105,2,画像あり
82万円,青森県むつ市川内町下小倉平167-1, 390㎡,http://local.google.co.jp/maps?q=青森県むつ市川内町下小倉平167-1,, ( 北東 4m 公道 ),, 宅地,, 平坦, 普通地上権, 不要,空家, 相談, 0115051-0000663, 専任媒介,https://www.homes.co.jp/kodate/b-1150510000663/,新井建物管理有限会社,東京都杉並区南荻窪４丁目３１－１０,2,画像あり
500万円,青森県青森市大字羽白字沢田, 458.96㎡（公簿）,http://local.google.co.jp/maps?q=青森県青森市大字羽白字沢田,駐車場 空有 無料, 一方 ( 東 4.6m 私道 ), 市街化区域, 宅地, 第一種中高層住居専用地域, 平坦, 所有権, 不要,居住中, 相談, 3702019-0001338, 専任媒介,https://www.homes.co.jp/kodate/b-37020190001338/,イエステーション 青森中央店 クロタキ不動産株式会社,青森県青森市安方２丁目9-16,2,画像あり
630万円,青森県八戸市大字河原木字袖ノ沢, 248.61㎡（公簿）,http://local.google.co.jp/maps?q=青森県八戸市大字河原木字袖ノ沢,駐車場 空有 (1台) 無料 物件からの距離0m, 接道なし, 市街化区域, 宅地, 第一種住居地域,, 所有権, 不要,空家, 相談, 0141980-0000269, 一般媒介,https://www.homes.co.jp/kodate/b-1419800000269/,ハウスドゥ　八戸下長　株式会社といず不動産,青森県八戸市下長３丁目13-26,2,画像あり
320万円駐車場 空有 (2台) 料金：・管理費に含む,青森県北津軽郡中泊町大字小泊字砂山912, 252.32㎡（公簿）,http://local.google.co.jp/maps?q=青森県北津軽郡中泊町大字小泊字砂山912,駐車場 空有 (2台) 料金：・管理費に含む, ( 南東 7m 公道 ), 区域外, 宅地, 無指定,, 所有権, 不要,空家, 相談, 0115051-0000503, 専任媒介,https://www.homes.co.jp/kodate/b-1150510000503/,新井建物管理有限会社,東京都杉並区南荻窪４丁目３１－１０,2,画像あり
598万円,青森県八戸市松ケ丘, 189.95㎡（公簿）,http://local.google.co.jp/maps?q=青森県八戸市松ケ丘,駐車場 空有 (1台) 無料 物件からの距離0m, 接道なし, 市街化区域, 宅地, 第一種住居地域,, 所有権, 不要,空家, 相談, 0141980-0000362, 専任媒介,https://www.homes.co.jp/kodate/b-1419800000362/,ハウスドゥ　八戸下長　株式会社といず不動産,青森県八戸市下長３丁目13-26,2,画像あり
206万円駐車場 空有 (2台) 料金：・管理費に含む,青森県南津軽郡大鰐町大字長峰字前田, 271.46㎡（公簿）,http://local.google.co.jp/maps?q=青森県南津軽郡大鰐町大字長峰字前田,駐車場 空有 (2台) 料金：・管理費に含む,, 区域外, 宅地,,, 所有権, 不要,空家, 相談, 0115051-0000433, 専任媒介,https://www.homes.co.jp/kodate/b-1150510000433/,新井建物管理有限会社,東京都杉並区南荻窪４丁目３１－１０,2,画像あり
650万円,青森県八戸市大字河原木字袖ノ沢, 240.25㎡（公簿）,http://local.google.co.jp/maps?q=青森県八戸市大字河原木字袖ノ沢,駐車場 空有 (1台) 無料 物件からの距離0m, 接道なし, 市街化区域, 宅地, 第一種住居地域,, 所有権, 不要,空家, 相談, 0141980-0000349, 一般媒介,https://www.homes.co.jp/kodate/b-1419800000349/,ハウスドゥ　八戸下長　株式会社といず不動産,青森県八戸市下長３丁目13-26,2,画像あり
380万円,青森県八戸市湊町字新井田道, 138.8㎡（公簿）,http://local.google.co.jp/maps?q=青森県八戸市湊町字新井田道,駐車場 空有 無料,,, 宅地, 第二種中高層住居専用地域, 高台, 所有権, 不要,空家, 2022年12月 上旬, 3221618-0000003, 一般媒介,https://www.homes.co.jp/kodate/b-32216180000003/,鈴や不動産,青森県八戸市大字湊町字ホロキ長根1番地,2,画像あり
348万円,青森県北津軽郡板柳町大字辻字福岡36-20, 183.67㎡,http://local.google.co.jp/maps?q=青森県北津軽郡板柳町大字辻字福岡36-20,, 一方 ( 南 6m 公道 ), 非線引区域, 宅地, 第一種住居地域, 平坦, 所有権, 不要,空家, 相談, 0115051-0000659, 専任媒介,https://www.homes.co.jp/kodate/b-1150510000659/,新井建物管理有限会社,東京都杉並区南荻窪４丁目３１－１０,2,画像あり
290万円,青森県東津軽郡平内町大字東田沢字田沢69-2, 455.19㎡,http://local.google.co.jp/maps?q=青森県東津軽郡平内町大字東田沢字田沢69-2,, ( 南西 5m 公道 間口16m ), 区域外, 宅地, 無指定, 平坦, 所有権, 不要,空家, 相談, 0115051-0000638, 専任媒介,https://www.homes.co.jp/kodate/b-1150510000638/,新井建物管理有限会社,東京都杉並区南荻窪４丁目３１－１０,2,画像あり
850万円,青森県八戸市諏訪1丁目, 133.38㎡（公簿）,http://local.google.co.jp/maps?q=青森県八戸市諏訪1丁目,駐車場 空有 (2台) 無料 物件からの距離0m, 一方 ( 南東 7m 公道 ), 市街化区域, 宅地, 第一種住居地域,, 所有権, 不要,空家, 相談, 0141981-0000380, 一般媒介,https://www.homes.co.jp/kodate/b-1419810000380/,ハウスドゥ！八戸田向店　株式会社といず不動産,青森県八戸市田向２丁目1-20,2,画像あり
"
380万円",青森県八戸市湊町字大沢,99.48平方メートル,http://local.google.co.jp/maps?q=青森県八戸市湊町字大沢,,-,市街化区域,宅地,第一種住居地域,平坦,所有権,不要,"空家 

",相談,3221618-0000002,一般媒介★,https://www.homes.co.jp/kodate/b-32216180000002/?force_search=1,鈴や不動産,青森県八戸市大字湊町字ホロキ長根1番地,1,画像あり
480万円,青森県八戸市大字新井田字外館, 315.15㎡（公簿）,http://local.google.co.jp/maps?q=青森県八戸市大字新井田字外館,駐車場 空有 (2台) 無料 物件からの距離0m, 接道なし, 市街化調整区域, 宅地, 無指定,, 所有権, 不要,空家, 相談, 0141981-0000287, 専任媒介,https://www.homes.co.jp/kodate/b-1419810000287/,ハウスドゥ！八戸田向店　株式会社といず不動産,青森県八戸市田向２丁目1-20,2,画像あり
346万円,青森県三戸郡五戸町大字切谷内字中菖蒲川51-3, 923.56㎡,http://local.google.co.jp/maps?q=青森県三戸郡五戸町大字切谷内字中菖蒲川51-3,, 一方 ( 東 5m 公道 ), 非線引区域, 宅地, 無指定, 平坦, 所有権, 不要,空家, 相談, 0115051-0000826, 専任媒介,https://www.homes.co.jp/kodate/b-1150510000826/,新井建物管理有限会社,東京都杉並区南荻窪４丁目３１－１０,2,画像あり
680万円,青森県青森市大字瀬戸子字磯田10-1, 304.31㎡,http://local.google.co.jp/maps?q=青森県青森市大字瀬戸子字磯田10-1,, 一方 ( 南 3.5m 公道 ), 市街化調整区域, 宅地, 無指定, 平坦, 所有権, 不要,空家, 相談, 0115051-0000738, 専任媒介,https://www.homes.co.jp/kodate/b-1150510000738/,新井建物管理有限会社,東京都杉並区南荻窪４丁目３１－１０,2,画像あり
500万円,青森県八戸市吹上2丁目, 265㎡（公簿）,http://local.google.co.jp/maps?q=青森県八戸市吹上2丁目,駐車場 空有 (2台) 無料 物件からの距離0m, 接道なし, 市街化区域, 雑種地, 第一種低層住居専用地域,, 所有権, 不要,空家備考※渡し, 相談, 0147884-0000024, 一般媒介,https://www.homes.co.jp/kodate/b-1478840000024/,ハウスドゥ　八戸支庁前　株式会社といず不動産,青森県八戸市内丸３丁目1-39,2,画像あり
350万円,青森県八戸市大字市川町字赤畑, 357.67㎡（公簿）,http://local.google.co.jp/maps?q=青森県八戸市大字市川町字赤畑,駐車場 無, 一方 ( 北西 ), 市街化調整区域, 宅地, 無指定,, 所有権, 不要,空家, 相談, 0141980-0000239, 一般媒介,https://www.homes.co.jp/kodate/b-1419800000239/,ハウスドゥ　八戸下長　株式会社といず不動産,青森県八戸市下長３丁目13-26,2,画像あり
250万円,青森県八戸市大字大久保字長沢, 173.18㎡（公簿）,http://local.google.co.jp/maps?q=青森県八戸市大字大久保字長沢,駐車場 無, 接道なし, 市街化調整区域, 宅地, 無指定,, 所有権, 不要,賃貸中, 相談, 0141981-0000289, 一般媒介,https://www.homes.co.jp/kodate/b-1419810000289/,ハウスドゥ！八戸田向店　株式会社といず不動産,青森県八戸市田向２丁目1-20,2,画像あり
498万円,青森県八戸市大字根城字馬場頭, 239.48㎡（公簿）,http://local.google.co.jp/maps?q=青森県八戸市大字根城字馬場頭,駐車場 無, 接道なし, 市街化区域, 宅地, 第一種中高層住居専用地域,, 所有権, 不要,空家備考※渡し※前面道路持分あり, 相談, 0147884-0000023, 専任媒介,https://www.homes.co.jp/kodate/b-1478840000023/,ハウスドゥ　八戸支庁前　株式会社といず不動産,青森県八戸市内丸３丁目1-39,2,画像あり
700万円,青森県八戸市大字新井田字西平, 204.4㎡（公簿）,http://local.google.co.jp/maps?q=青森県八戸市大字新井田字西平,駐車場 空有 (1台) 無料 物件からの距離0m, 接道なし, 市街化区域, 宅地, 第一種低層住居専用地域,, 所有権, 不要,空家, 相談, 0141981-0000271, 専任媒介,https://www.homes.co.jp/kodate/b-1419810000271/,ハウスドゥ！八戸田向店　株式会社といず不動産,青森県八戸市田向２丁目1-20,2,画像あり
300万円,青森県青森市佃1丁目, 116.98㎡（公簿）,http://local.google.co.jp/maps?q=青森県青森市佃1丁目,駐車場 空有 (1台) 無料, 一方 ( 東 4.2m 公道 ), 市街化区域, 宅地, 第一種中高層住居専用地域, 平坦, 所有権, 不要,空家, 相談, 3702019-0001331, 一般媒介,https://www.homes.co.jp/kodate/b-37020190001331/,イエステーション 青森中央店 クロタキ不動産株式会社,青森県青森市安方２丁目9-16,2,画像あり
280万円,青森県八戸市大字売市字鴨ケ池, 152.06㎡（公簿）,http://local.google.co.jp/maps?q=青森県八戸市大字売市字鴨ケ池,駐車場 空有 (1台) 無料 物件からの距離0m, 接道なし, 市街化区域, 宅地, 第二種中高層住居専用地域,, 所有権, 不要,空家備考※渡し※付属建物あり　物置__19.87m2__昭和57年1月築※前面道路（私道）持分なし, 相談, 0147884-0000027, 一般媒介,https://www.homes.co.jp/kodate/b-1478840000027/,ハウスドゥ　八戸支庁前　株式会社といず不動産,青森県八戸市内丸３丁目1-39,2,画像あり
230万円,青森県むつ市大畑町新町68, 278.47㎡,http://local.google.co.jp/maps?q=青森県むつ市大畑町新町68,, ( 北西 6.8m 公道 ), 非線引区域, 宅地, 近隣商業地域, 平坦, 所有権, 不要,空家, 相談, 0115051-0000572, 専任媒介,https://www.homes.co.jp/kodate/b-1150510000572/,新井建物管理有限会社,東京都杉並区南荻窪４丁目３１－１０,2,画像あり
780万円,青森県青森市千富町1丁目3-42, 165.78㎡（実測）,http://local.google.co.jp/maps?q=青森県青森市千富町1丁目3-42,駐車場 車庫あり（1台分）, 一方 ( 西 5.7m 公道 間口9.8m ),,, 第二種住居地域,, 所有権, 不要,空家, 相談, 0122603-0000453, 専任媒介,https://www.homes.co.jp/kodate/b-1226030000453/,株式会社深考全幸,岩手県盛岡市菜園１丁目12-10　日鉄鉱盛岡ビル４階,2,画像あり
190万円駐車場 空有 (1台) 料金：・管理費に含む,青森県平川市新屋栄館, 534.77㎡,http://local.google.co.jp/maps?q=青森県平川市新屋栄館,駐車場 空有 (1台) 料金：・管理費に含む, 一方 ( 北西 5.1m 公道 ), 市街化調整区域, 宅地, 無指定, 平坦, 所有権, 不要,空家, 相談, 0115051-0000753, 専任媒介,https://www.homes.co.jp/kodate/b-1150510000753/,新井建物管理有限会社,東京都杉並区南荻窪４丁目３１－１０,2,画像あり
